Name,Platform,Year_of_Release,Genre,Publisher,TOTAL_SALES_2019,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Developer,Rating
Dawn of Magic,PC,2007,Role-Playing,Atari,0,,0,,0,,,Sky Fallen / 1C,
Fritz Chess: The Ultimate Chess Game,PC,2007,Strategy,Take-Two Interactive,0,,0,,0,,,ChessBase,
Drawn to Life (JP sales),DS,2007,Adventure,THQ,0,,,0,,,,5TH Cell,E
Heroes of Might and Magic V: Tribes of the East,PC,2007,Role-Playing,Unknown,0,,0,,0,,,Nival Interactive,T
Rafa Nadal Tennis,DS,2007,Sports,Codemasters,0,,0,,0,,,Virtual Toys,E
Stranglehold,PC,2007,Shooter,Midway Games,0,,0,,0,,,Midway Games,M
Death to Spies,PC,2007,Adventure,Atari,0,,0,,0,,,Haggard Games,
Titan Quest: Immortal Throne,PC,2007,Role-Playing,THQ,0,,0,,0,8.3,,Iron Lore,T
Zendoku,PSP,2007,Puzzle,Eidos Interactive,0,,0,,0,,,Zoonami Ltd.,
Barbie as The Island Princess,PC,2007,Adventure,Activision,0,,0,,0,,,Human Soft / Ivolgamus,E
Fantasy Wars,PC,2007,Strategy,Atari,0,,0,,0,,,Ino-Co,T
Amazing Adventures: The Lost Tomb,PC,2007,Puzzle,PopCap Games,0,,0,,0,,,PopCap,
Blazing Angels 2: Secret Missions of WWII,PC,2007,Simulation,Ubisoft,0,,0,,0,,,Ubisoft Romania,T
M.A.C.H.: Modified Air Combat Heroes,PSP,2007,Shooter,Sierra Entertainment,0,,0,,0,,,Kuju Entertainment,E10
Top Trumps Horror & Predator,DS,2007,Misc,Ubisoft,0,,0,,0,,,SO! Games Ltd,
Arthur and the Invisibles,PSP,2007,Adventure,Atari,0,,0,,0,,,Etranges Libellules,
Trainz Railwayz,PC,2007,Simulation,Merscom LLC,0,,0,,,,,Auran Games,E
Aces of War,PSP,2007,Simulation,505 Games,0,,0,,0,,,Taito Corporation,
ArmA: Queen's Gambit,PC,2007,Shooter,505 Games,0,,0,,0,,,Bohemia Interactive,
Top Trumps: Dogs & Dinosaurs,DS,2007,Puzzle,Ubisoft,0,,0,,0,,,Sogoplay,
The Golden Compass,PC,2007,Adventure,Sega,0,,0,,,,,Shiny Entertainment,E10
Beauty Factory,PC,2007,Simulation,iWin,0,,0,,0,,,City Interactive,
Chronos Twins: One Hero.Two Worlds.,DS,2007,Platform,Oxygen Interactive,0,,0,,0,,,EnjoyUp Games,
New Touch Party Game,DS,2007,Misc,505 Games,0,,0,,0,,,ASK Corporation,
Nintendo DS Browser,DS,2007,Misc,Nintendo,0,0,0,,0,,,Opera,
"Ed, Edd n Eddy: Scam of the Century",DS,2007,Platform,D3 Publisher,0,,0,,0,,,Art,E
Izuna: Legend of the Unemployed Ninja,DS,2007,Role-Playing,Atlus,0,,0,,,6.4,,Ninja Studio,E10
My Spanish Coach Level 2: Intermediate,DS,2007,Misc,Ubisoft,0,,0,,0,,,Ubisoft,
The Elder Scrolls IV: Oblivion - Game of the Year Edition,PS3,2007,Role-Playing,Bethesda Softworks,0,,0,,0,8.5,,Bethesda Softworks,M
Lucinda Green's Equestrian Challenge,PC,2007,Sports,Red Mile Entertainment,0,,0,,0,,,2Wg,E
The Mark,PC,2007,Shooter,DreamCatcher Interactive,0,,0,,0,3,,T7 Games,M
Kirby's Adventure,VC,2007,Platform,Nintendo,0,,0,,0,8.4,,HAL Laboratory,E
UFO: Afterlight,PC,2007,Strategy,TopWare,0,,0,,,,,Altar Interactive,T
Top Trumps: Horror & Predators,DS,2007,Strategy,Ubisoft,0,,0,,0,,,Ubisoft,
Tarr Chronicles,PC,2007,Shooter,CDV Software Entertainment,0,,0,,0,,,Quazar Studio,T
Hired Guns: The Jagged Edge,PC,2007,Strategy,Game Factory,0,,0,,0,,,GFI Russia,
Tennis Masters,DS,2007,Sports,System 3 Arcade Software,0,,0,,,,,System 3 Software,
Sherlock Holmes: The Awakened,PC,2007,Adventure,Focus Home Interactive,0,,0,,,6,,Frogwares,
Top Spin 2,PC,2007,Sports,2K Sports,0,,0,,,6.8,,Aspyr,E
Dead Reefs,PC,2007,Adventure,The Adventure Company,0,,0,,,,,Streko-Graphics Inc.,T
Ride! Carnival Tycoon,PC,2007,Strategy,ValuSoft,0,,0,,,,,ValuSoft,E
Shinobido: Tales of the Ninja,PSP,2007,Action,Sony Computer Entertainment,0,,0,,,,,Acquire,
Wii Sports,Wii,2006,Sports,Nintendo,82.86,,,,,7.7,,Nintendo EAD,E
New Super Mario Bros.,DS,2006,Platform,Nintendo,30.8,,,,,9.1,8.1,Nintendo EAD,E
Brain Age: Train Your Brain in Minutes a Day,DS,2006,Misc,Nintendo,19.01,,,,,8.1,,Nintendo SDD,E
The Legend of Zelda: Twilight Princess,Wii,2006,Adventure,Nintendo,7.26,,,,,9.5,9.6,Nintendo EAD,T
Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,6.4,,,,,9.4,9.5,Square Enix,T
Big Brain Academy,DS,2006,Misc,Nintendo,6.15,,,,,7.7,,Nintendo EAD,E
Cooking Mama,DS,2006,Simulation,Majesco,5.66,3.09,1.92,0.07,0.58,6.6,,Office Create,E
Kingdom Hearts II,PS2,2006,Role-Playing,Square Enix,5.2,,,,,8.3,,Square Enix,E10
Guitar Hero II,PS2,2006,Misc,RedOctane,5.12,3.81,0.63,,0.68,9.2,,Harmonix Music Systems,T
Grand Theft Auto: Vice City Stories,PSP,2006,Action,Rockstar Games,5.08,1.7,2.03,0.16,1.19,8.4,,Rockstar Leeds,M
Gears of War,X360,2006,Shooter,Microsoft Game Studios,5,,,,,9.4,9.4,Epic Games,M
Madden NFL 07,PS2,2006,Sports,EA Sports,4.49,3.63,0.24,0.01,0.61,8.5,,EA Tiburon,E
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,4.37,1.74,1.72,0.14,0.76,8.5,9.1,Insomniac Games,M
Daxter,PSP,2006,Platform,Sony Computer Entertainment,4.23,2.45,1.02,,0.77,8.6,,Ready at Dawn,E10
FIFA 07 Soccer,PS2,2006,Sports,EA Sports,4.11,0.71,2.48,0.03,0.89,8.4,,Team Fusion,E
World Soccer Winning Eleven 9,PS2,2006,Sports,Konami,4.06,0.12,2.26,0.9,0.77,8.9,,Konami Computer Entertainment Tokyo,E
Half-Life 2: Episode One,PC,2006,Shooter,Electronic Arts,3.92,,,,,8.7,,Valve Software,M
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,3.91,,,,,,,Plato,
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Rockstar Games,3.54,1.56,1.4,0.07,0.5,8.3,,Rockstar Leeds,M
Pokemon Mystery Dungeon: Blue Rescue Team,DS,2006,Role-Playing,Nintendo,3.49,,,,,6.3,,ChunSoft,E
Tekken: Dark Resurrection,PSP,2006,Fighting,Namco Bandai,3.37,,,,,8.7,,8ing/Raizing,T
Yoshi's Island DS,DS,2006,Platform,Nintendo,3.36,,,,,8.2,,Artoon,E
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,2.93,,,,,6.6,,HAL Laboratory,E
Tetris DS,DS,2006,Puzzle,Nintendo,2.74,,,,,8.5,,Nintendo,E
Call of Duty 3,X360,2006,Shooter,Activision,2.7,1.49,0.92,0.02,0.27,8,8.4,Treyarch,T
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,2.69,1.85,0.64,0.01,0.19,8.4,,Traveller's Tales,E10
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,2.66,0.86,1.11,0.01,0.67,6.7,,Team Fusion,T
Hannah Montana,DS,2006,Action,Buena Vista,2.65,1.59,0.8,,0.26,6.5,,DC Studios,E
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,2.58,1.4,0.88,0.03,0.26,8,,Yuke's,T
Clubhouse Games,DS,2006,Misc,Nintendo,2.57,,,,,8.3,,Agenda,E
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.5,2.29,0.02,,0.19,8.3,,Raven Software,T
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,2.42,0.87,0.97,,0.58,7.4,,EA Black Box,E10
Pokemon Mystery Dungeon: Red Rescue Team,GBA,2006,Role-Playing,Nintendo,2.36,,,,,,,ChunSoft,E
Final Fantasy III,DS,2006,Role-Playing,Square Enix,2.3,,,,,7.4,,Matrix Software,E10
Kirby Squeak Squad,DS,2006,Platform,Nintendo,2.27,,,,,7.3,,"HAL Laboratory, Flagship",E
Call of Duty 3,Wii,2006,Shooter,Activision,2.24,1.17,0.84,,0.23,6.8,7.3,EXAKT Entertainment,T
Saints Row,X360,2006,Action,THQ,2.18,1.17,0.77,0.02,0.22,8,,Volition Inc.,M
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,2.07,0.92,0.93,,0.22,4.8,,Maxis,E
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,2.04,1.74,0.02,,0.28,,,Zipper Interactive,T
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,2.03,,,,,7.1,,Square Enix,E
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.95,1.09,0.65,0.02,0.2,8.8,,Ubisoft Montreal,T
Dead Rising,X360,2006,Action,Capcom,1.9,,,,,8.4,,Capcom Production Studio 1,M
Madden NFL 07,X360,2006,Sports,EA Sports,1.8,1.66,0,0.01,0.13,8.2,,EA Tiburon,E
Super Princess Peach,DS,2006,Platform,Nintendo,1.7,,,,,7.8,,TOSE Software,E
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.7,1.41,0.05,,0.23,8.9,,EA Sports,E
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Crave Entertainment,1.68,0.82,0.64,,0.22,,,Point of View,T
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,1.68,,,,,,,HAL Laboratory,
Fight Night Round 3,PS3,2006,Fighting,EA Sports,1.67,0.81,0.58,0.01,0.26,,,EA Chicago,T
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,1.65,,,,,,,Spike,T
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,1.65,0.76,0.69,0.02,0.18,7.9,,EA Black Box,E10
Fight Night Round 3,PS2,2006,Fighting,EA Sports,1.56,1.07,0.4,,0.1,,,EA Chicago,T
Sonic the Hedgehog (2006),X360,2006,Platform,Sega,1.54,,,,,4.8,4.8,Sonic Team,E10
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,1.52,,,,,7.7,,Nintendo Software Technology Corporation,E
Call of Duty 3,PS3,2006,Shooter,Activision,1.51,0.6,0.63,0.03,0.26,7.7,,Treyarch,T
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,1.5,,,,,5.7,,Square Enix,
Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,1.49,,1.1,,0.39,,,Relentless Software,
Bratz: Forever Diamondz,DS,2006,Adventure,THQ,1.48,0.43,0.88,,0.18,,,Barking Lizards,E
Tamagotchi Connection: Corner Shop,DS,2006,Simulation,Bandai,1.48,,,,,,,NanaOn-Sha,E
Fight Night Round 3,X360,2006,Fighting,EA Sports,1.47,1.33,0.03,0.01,0.1,8.6,,EA Chicago,T
Sega Genesis Collection,PSP,2006,Misc,Sega,1.45,0.53,0.58,,0.34,8.3,,Sega,T
Sonic Rivals,PSP,2006,Racing,Sega,1.44,0.73,0.43,,0.28,7,,Backbone Entertainment,E
The Legend of Zelda: Twilight Princess,GC,2006,Adventure,Nintendo,1.43,,,,,9.5,,Nintendo EAD,T
Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.42,1.22,0.07,0.02,0.11,7.5,,Ubisoft Montpellier,E
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,1.41,0.58,0.51,,0.32,8.4,,Traveller's Tales,E10
Ridge Racer 7,PS3,2006,Racing,Namco Bandai,1.37,0.24,0.7,0.16,0.26,,,Namco Bandai,E
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.34,1.22,0.05,0.05,0.01,7.7,,EA Black Box,E10
NBA Live 07,PS2,2006,Sports,EA Sports,1.3,1.07,0.04,0.02,0.17,6.3,,EA Canada,E
Monster Hunter Freedom,PSP,2006,Role-Playing,Capcom,1.3,,,,,7,,Capcom,T
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,1.28,0.45,0.66,0.02,0.15,6.4,,EA Black Box,E10
Black,PS2,2006,Shooter,Electronic Arts,1.25,1.01,0.04,0.03,0.16,7.7,,Criterion Games,M
Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,1.24,0.49,0.51,0.03,0.2,7.8,,EA Black Box,E10
Parfait: Chocolat Second Style,PS2,2006,Adventure,Alchemist,1.22,0.59,0.46,0.01,0.15,,,Alchemist,
Cars,PS2,2006,Racing,THQ,1.21,1.01,0.04,,0.16,,,Rainbow Studios,E
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.21,,,,,7.3,,Sega,E
FIFA 07 Soccer,PSP,2006,Sports,EA Sports,1.21,0.25,0.64,,0.32,8,,EA Canada,E
Cars,PSP,2006,Racing,THQ,1.21,0.72,0.28,,0.2,7.4,,Locomotive Games,E
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2006,Sports,Konami,1.2,0.01,0.88,0.31,,8,,Konami Computer Entertainment Tokyo,E
Scarface: The World is Yours,PS2,2006,Adventure,Sierra Entertainment,1.19,0.99,0.04,,0.16,,,Radical Entertainment,M
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami,1.19,0.38,0.35,0.38,0.09,8.7,,Kojima Productions,M
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Rockstar Games,1.16,0.97,0.04,,0.16,,,Rockstar San Diego,E10
Cars,GBA,2006,Racing,THQ,1.13,0.81,0.3,,0.02,4.5,,Helixe,E
Pokemon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2006,Role-Playing,Nintendo,1.13,0.81,0.3,,0.02,,,ChunSoft,E
Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,1.12,,,,,,,Sega,
Sonic Riders,PS2,2006,Racing,Sega,1.11,,,,,,,Sonic Team,E
Super Monkey Ball: Touch & Roll,DS,2006,Misc,Sega,1.1,,,,,,,Amusement Vision,E
SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,1.1,,0.84,,0.25,,,SCEE London Studio,E10
Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai,1.09,,,,,,,NanaOn-Sha,E
The Godfather,PS2,2006,Action,Electronic Arts,1.09,0.89,0.03,0.01,0.15,,,Headgate,M
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,1.08,,,,,8.4,,Nintendo Software Technology Corporation,T
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,1.07,0.96,0.03,,0.08,4.9,,Amaze Entertainment,E
Call of Duty 3,PS2,2006,Shooter,Activision,1.07,0.89,0.03,,0.15,8.2,,Treyarch,T
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,1.06,0.88,0.04,,0.14,7.4,,Midway Games,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,1.05,0.81,0.11,,0.13,8.2,,Zipper Interactive,T
Titan Quest,PC,2006,Role-Playing,THQ,1.04,,,,,7.6,,Iron Lore Entertainment,T
Naruto: Clash of Ninja 2,GC,2006,Fighting,D3 Publisher,1.04,0.44,0.12,0.45,0.03,7.4,,8ing/Raizing,T
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami,1.04,0.87,0.03,,0.14,,,Konami Computer Entertainment Tokyo,E10
Madden NFL 07,XB,2006,Sports,EA Sports,1.02,0.97,0.03,,0.03,8.4,,EA Tiburon,E
1701 A.D.,PC,2006,Simulation,Aspyr,1,,,,,7.7,,Related Designs,E10
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1,,,,,8.8,8.6,Capcom,M
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,1,,,,,8.4,,Rare Ltd.,E
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai,1,0.37,0.31,0.12,0.19,7.6,,Bandai Namco Games,T
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.97,0.46,,0.51,,5.8,,Square Enix,T
Cars,DS,2006,Racing,THQ,0.97,0.85,0.05,,0.07,,,Helixe,E
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.97,0.75,0.19,,0.03,8.4,,Traveller's Tales,E10
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.96,0.3,0.43,,0.22,5,,SCEE London Studio,M
Red Steel,Wii,2006,Shooter,Ubisoft,0.95,,,,,5.9,7.8,Ubisoft Paris,T
Bully,PS2,2006,Action,Rockstar Games,0.94,0.75,0.03,0.04,0.12,,,Rockstar Vancouver,T
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.94,0.78,0.03,,0.13,,,SCEA San Diego Studios,E
Cars,GC,2006,Racing,THQ,0.93,0.72,0.19,,0.03,7.6,,Rainbow Studios,E
Cars,Wii,2006,Racing,THQ,0.92,0.83,0.03,,0.07,,,Rainbow Studios,E
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.92,0.55,0.21,,0.16,5.7,,Tantalus Interactive,E
Sonic Riders,GC,2006,Racing,Sega,0.92,0.71,0.18,,0.03,,,Sonic Team,E
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.9,0.44,0.28,,0.19,7.8,,Guerrilla Games,T
SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0.89,,0.68,,0.2,,,SCEE London Studio,
Monster 4x4: World Circuit,Wii,2006,Racing,Ubisoft,0.88,0.8,0,0.01,0.07,,,Ubisoft Montreal,E
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.87,0.72,0.03,,0.12,6.6,,Shaba Games,T
Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.86,0.12,0.52,,0.23,7.3,,Team17 Software,E
Red Orchestra: Ostfront 41-45,PC,2006,Shooter,Tripwire Interactive,0.85,,,,,,,Tripwire Interactive,M
Madden NFL 07,PSP,2006,Sports,EA Sports,0.83,0.77,0.03,,0.04,8.3,,EA Tiburon,E
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.82,0.69,0.03,,0.11,8.1,,Raven Software,T
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Buena Vista,0.81,0.72,0.03,,0.06,,,Gorilla Systems,E
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.8,0.19,0.39,,0.22,5.8,,Maxis,T
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,0.8,,,,,9.1,,Ubisoft Paris,T
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.78,0.67,0.04,0.01,0.06,8.5,8.3,Ubisoft Shanghai,M
NBA 2K7,PS2,2006,Sports,2K Sports,0.78,0.65,0.02,,0.11,8.2,,Visual Concepts,E
Worms: Open Warfare,PSP,2006,Strategy,THQ,0.77,0.11,0.43,,0.23,6.9,,Team17 Software,E10
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2006,Role-Playing,Capcom,0.76,0.09,0.03,0.62,0.02,,,Capcom,E
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.75,0.18,0.38,0.06,0.14,5,,Game Republic,T
Rockstar Games presents Table Tennis,X360,2006,Sports,Rockstar Games,0.75,0.28,0.38,,0.08,8.1,,Rockstar San Diego,E
MVP 06 NCAA Baseball,PS2,2006,Sports,EA Sports,0.75,0.62,0.02,,0.1,,,EA Canada,E
Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0.74,,,0.74,,,,Ganbarion,
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.74,0.67,0.01,,0.06,7,,JGI Entertainment,M
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.73,0.67,,,0.06,8,,Electronic Arts,E
The Incredible Adventures of Van Helsing,PC,2006,Role-Playing,Unknown,0.73,,,,,,,Neocore Games,
Tiger Woods PGA Tour 07,PS2,2006,Sports,EA Sports,0.72,0.6,0.02,,0.1,7.8,,EA Redwood Shores,E
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.69,0.64,0,,0.05,7.3,,Rainbow Studios,E
Naruto: Clash of Ninja,GC,2006,Fighting,D3 Publisher,0.68,0.53,0.14,,0.02,,,Tomy,T
Tourist Trophy: The Real Riding Simulator,PS2,2006,Racing,Sony Computer Entertainment,0.68,0.28,0.22,0.11,0.07,,,Polyphony Digital,E
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,2006,Misc,Rocket Company,0.67,,,0.67,,,,Imagineer,
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.67,0.35,0.22,,0.1,6.8,,Ubisoft Romania,T
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0.66,,,0.66,,,,IE Institute,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0.66,,,0.66,,,,IE Institute,
WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.66,0.33,0.2,,0.14,7.8,,Yuke's,T
Thrillville,PS2,2006,Strategy,LucasArts,0.66,0.55,0.02,,0.09,,,Frontier Developments,E10
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.64,0.15,0.12,0.34,0.04,,,Capcom,M
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.63,0.55,0.03,,0.05,8.2,,Traveller's Tales,E10
Monster Hunter 2,PS2,2006,Role-Playing,Capcom,0.63,,,0.63,,,,Capcom,
Okami,PS2,2006,Adventure,Capcom,0.63,0.11,0.03,0.15,0.34,9.4,9,Clover Studio,T
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.63,0.3,0.23,0.01,0.1,7.9,,Neversoft Entertainment,T
Madden NFL 07,GC,2006,Sports,EA Sports,0.62,0.48,0.13,,0.02,8.5,,EA Tiburon,E
Samurai Warriors 2,PS2,2006,Action,KOEI,0.61,0.02,0.02,0.57,0.01,5.6,,Omega Force,T
NBA 2K7,X360,2006,Sports,2K Sports,0.6,0.55,0,,0.05,8.4,,Visual Concepts,E
Jaws Unleashed,PS2,2006,Action,Majesco,0.6,0.5,0.02,,0.08,,,Appaloosa Interactive,M
Pokemon Trozei!,DS,2006,Puzzle,Nintendo,0.59,0.25,0,0.31,0.02,,,Genius Sonority Inc.,E
Tales of the Abyss,PS2,2006,Role-Playing,Namco,0.57,,,0.57,,8,,Namco Tales Studio,T
FIFA World Cup Germany 2006,PS2,2006,Sports,EA Sports,0.57,0.47,0.02,,0.08,7.9,,EA Canada,E
Arena Football,PS2,2006,Sports,EA Sports,0.56,0.28,0.22,,0.07,,,EA Tiburon,E10
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.56,0.41,0.08,,0.07,6.3,,Page 44 Studios,T
Dogz,DS,2006,Simulation,Ubisoft,0.56,0.5,0.01,,0.04,,,MTO,E
NCAA Football 07,XB,2006,Sports,EA Sports,0.56,0.42,0.12,,0.01,8.8,,EA Sports,E
Metal Gear Solid 3: Subsistence,PS2,2006,Action,Konami,0.55,0.34,0.01,0.15,0.06,9.4,,Kojima Productions,M
The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.55,0.42,0.11,,0.02,,,Headgate,M
Catz,DS,2006,Simulation,Ubisoft,0.55,0.49,0.02,,0.04,,,Powerhead Games,E
Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.55,0.51,0,,0.04,,,Magic Wand Productions,E
Medieval II: Total War,PC,2006,Strategy,Sega,0.55,,,,,8.8,,The Creative Assembly,T
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.54,0.26,0.08,0.13,0.07,7.4,,Dimps Corporation,T
FIFA 07 Soccer,XB,2006,Sports,EA Sports,0.54,0.16,0.35,,0.04,8.1,,EA Canada,E
Over the Hedge,PS2,2006,Platform,Activision,0.54,0.45,0.02,,0.07,6.5,,Edge of Reality,E10
Excite Truck,Wii,2006,Racing,Nintendo,0.53,0.39,0.03,0.08,0.04,7,,Monster Games Inc.,E
Madden NFL 07,PS3,2006,Sports,EA Sports,0.53,0.48,,0.01,0.04,8,,EA Tiburon,E
Star Fox Command,DS,2006,Shooter,Nintendo,0.53,0.38,0.01,0.1,0.04,7.2,,Nintendo EAD / Q-Games,E10
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai,0.52,,,0.52,,,,Namco Tales Studio,
GT Pro Series,Wii,2006,Racing,Ubisoft,0.52,0.46,0.01,0.02,0.04,3.7,,MTO,E
Fight Night Round 3,PSP,2006,Fighting,EA Sports,0.52,0.46,0.02,,0.04,7.2,,EA Chicago,T
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.52,0.25,0.19,0.02,0.06,,,Crystal Dynamics,T
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.52,0.46,0.05,,,,,Maxis,T
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0.52,,,0.52,,,,Nintendo,
NBA Live 07,PSP,2006,Sports,EA Sports,0.51,0.47,0,,0.04,7,,EA Canada,E
Yakuza,PS2,2006,Adventure,Sega,0.51,,,,,7.5,,Sega,M
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco,0.51,0.15,0.12,0.2,0.04,7.5,,Namco,T
NHL 07,PS2,2006,Sports,EA Sports,0.51,0.42,0.02,,0.07,7.2,,EA Montreal,E10
Tiger Woods PGA Tour 07,PS3,2006,Sports,EA Sports,0.5,0.31,0.12,,0.07,8.1,,EA Redwood Shores,E
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.5,0.44,0.03,,0.04,8,,Yuke's,T
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.5,0.39,0.1,,0.01,5.5,,AWE Games,E10
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.5,0.25,0.19,,0.06,8.2,,IO Interactive,M
Gothic 3,PC,2006,Role-Playing,Aspyr,0.5,,,,,6.8,,Piranha Bytes,T
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.5,0.42,0.04,,0.04,8.8,,Criterion,E10
Madden NFL 07,Wii,2006,Sports,EA Sports,0.5,0.46,0,,0.04,8.2,,HB Studios,E
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.49,0.44,0.02,,0.04,,,Blitz Games,E
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.49,0.44,0.02,0,0.04,8.4,,Neversoft Entertainment,T
Grandia III,PS2,2006,Role-Playing,Square Enix,0.49,0.12,0.1,0.24,0.03,7.5,,Game Arts,T
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai,0.49,,,0.49,,,,Capcom,
Scarface: The World is Yours,XB,2006,Adventure,Sierra Entertainment,0.49,0.37,0.11,,0.02,,,Radical Entertainment,M
